"gene","Mean_Profile"
"PF3D7_0701900",21.3838862804246
"PF3D7_0702000",17.9688464457131
"PF3D7_0702100",56.5813457373379
"PF3D7_0702200",44.9086774473533
"PF3D7_0702300",68.3501170747552
"PF3D7_0702400",65.0776126573227
"PF3D7_0702500",62.7743150193555
"PF3D7_0702600",64.1959939138263
"PF3D7_0702700",38.3272106219024
"PF3D7_0702800",54.3040905090395
"PF3D7_0702900",25.4522191274114
"PF3D7_0703000",74.6335038611465
"PF3D7_0703100",71.8592855796654
"PF3D7_0703200",67.7527431031209
"PF3D7_0703300",41.038053458861
"PF3D7_0703400",33.2394037941447
"PF3D7_0703500",52.2549671153226
"PF3D7_0703600",38.4420806776015
"PF3D7_0703700",51.2131910073134
"PF3D7_0703800",125.556175101835
"PF3D7_0703900",93.1682387949906
"PF3D7_0704000",67.9670122305082
"PF3D7_0704100",92.5579751670393
"PF3D7_0704200",94.3873667121842
"PF3D7_0704300",74.5231044725123
"PF3D7_0704400",107.489113852423
"PF3D7_0704500",90.4910731508209
"PF3D7_0704600",52.0928917425093
"PF3D7_0704700",48.482198921837
"PF3D7_0704800",57.0665820010694
"PF3D7_0704900",76.0706858006049
"PF3D7_0705000",47.2011966525936
"PF3D7_0705100",46.9833656387505
"PF3D7_0705200",64.2841162175107
"PF3D7_0705300",87.217638765514
"PF3D7_0705400",83.5384784091112
"PF3D7_0705500",72.651639554338
"PF3D7_0705600",46.4844738137598
"PF3D7_0705700",18.5981788522333
"PF3D7_0705800",30.5717297749345
"PF3D7_0705900",25.8474658040165
"PF3D7_0706000",44.066124011971
"PF3D7_0706100",53.60860875165
"PF3D7_0706200",32.3329309059982
"PF3D7_0706300",57.3549180116253
"PF3D7_0706400",39.73913254865
"PF3D7_0706500",107.806036091961
"PF3D7_0706600",43.9782473662828
"PF3D7_0706700",84.76026849294
"PF3D7_0706800",66.8116392038726
"PF3D7_0706900",71.0616537073141
"PF3D7_0707000",67.5267294152276
"PF3D7_0707100",78.9876681429699
"PF3D7_0707200",52.3428121380641
"PF3D7_0707300",39.6054202419125
"PF3D7_0707400",43.3324940946659
"PF3D7_0707420",89.7552554539423
"PF3D7_0707500",51.5881754809703
"PF3D7_0707600",55.6302238777532
"PF3D7_0707700",71.3892073413808
"PF3D7_0707800",53.65689647827
"PF3D7_0707900",50.4719739504489
"PF3D7_0708000",74.0795304461982
"PF3D7_0708100",46.2695826607162
"PF3D7_0708200",68.6869120661089
"PF3D7_0708300",33.9378187844236
"PF3D7_0708400",69.9915461966586
"PF3D7_0708500",76.8604195681136
"PF3D7_0708600",40.5063737149212
"PF3D7_0708700",23.5822531140313
"PF3D7_0708800",40.0034757496009
"PF3D7_0708900",55.9304822741767
"PF3D7_0709000",33.2217921219058
"PF3D7_0709050",21.8957372583038
"PF3D7_0709100",42.49430802024
"PF3D7_0709200",51.0506932516277
"PF3D7_0709300",46.5133822187101
"PF3D7_0709400",42.5990295671343
"PF3D7_0709500",22.149222666633
"PF3D7_0709600",41.9384361555578
"PF3D7_0709700",38.6917713913837
"PF3D7_0709800",20.5507903531743
"PF3D7_0709900",49.2216867635617
"PF3D7_0710000",35.6196560038425
"PF3D7_0710100",35.2516096637461
"PF3D7_0710200",48.3701939332952
"PF3D7_0710300",58.9391343363958
"PF3D7_0710400",95.0866012741457
"PF3D7_0710500",81.426788037381
"PF3D7_0710600",49.8131998679572
"PF3D7_0710700",79.722244024426
"PF3D7_0710800",64.5599217454138
"PF3D7_0710900",63.2408570145477
"PF3D7_0711000",84.0245663263631
"PF3D7_0711100",46.3633533673228
"PF3D7_0711200",90.5518562325898
"PF3D7_0711300",75.2710104480027
"PF3D7_0711400",73.5158292982786
"PF3D7_0711500",43.625413557566
"PF3D7_0711600",44.7992919878876
"PF3D7_0713000",21.4807099749386
"PF3D7_0713100",27.5769318791142
"PF3D7_0713200",25.1790166604187
