"gene","Mean_Profile"
"PF3D7_0901700",19.7996553111792
"PF3D7_0901800",22.0935629965243
"PF3D7_0901900",26.9589694729784
"PF3D7_0902000",33.1769092199191
"PF3D7_0902100",38.9199223809778
"PF3D7_0902200",38.4825972138915
"PF3D7_0902300",33.5272873935664
"PF3D7_0902400",38.4154837154937
"PF3D7_0902500",31.3821317523842
"PF3D7_0902600",40.788274601214
"PF3D7_0902700",54.0177351655838
"PF3D7_0902800",38.7133100507152
"PF3D7_0902900",107.469443720903
"PF3D7_0903000",59.4294905710484
"PF3D7_0903100",78.6777069562501
"PF3D7_0903200",52.3219039968355
"PF3D7_0903300",101.664344325758
"PF3D7_0903400",65.0898844751528
"PF3D7_0903500",64.4167664787008
"PF3D7_0903600",74.3664503456527
"PF3D7_0903700",59.4204920270849
"PF3D7_0903800",80.4985261224574
"PF3D7_0903900",49.673060526879
"PF3D7_0904000",54.9731221018938
"PF3D7_0904100",70.740290204758
"PF3D7_0904200",60.7338307633606
"PF3D7_0904300",46.8696114942104
"PF3D7_0904400",31.1024027964397
"PF3D7_0904500",22.1902203030658
"PF3D7_0904600",83.531615138718
"PF3D7_0904700",79.0815017808853
"PF3D7_0904800",76.9432167487364
"PF3D7_0904900",60.5841399817065
"PF3D7_0905000",22.8464033794994
"PF3D7_0905100",22.1201454454126
"PF3D7_0905200",18.0846607937265
"PF3D7_0905300",31.2973115535804
"PF3D7_0905400",25.7222526919591
"PF3D7_0905500",19.9206587064213
"PF3D7_0905600",52.7940189742894
"PF3D7_0905700",52.791093797649
"PF3D7_0905800",97.5817829201085
"PF3D7_0905900",102.598892822765
"PF3D7_0906000",80.6023253228985
"PF3D7_0906100",65.6952719416925
"PF3D7_0906200",59.8232590748135
"PF3D7_0906300",95.6595108158578
"PF3D7_0906400",107.411733527938
"PF3D7_0906500",69.1425146319261
"PF3D7_0906600",74.234516073204
"PF3D7_0906700",53.2541686209423
"PF3D7_0906800",52.9932408440503
"PF3D7_0906890",39.102553159043
"PF3D7_0906910",103.979507694238
"PF3D7_0907000",48.2944796384115
"PF3D7_0907100",61.9220695018174
"PF3D7_0907200",69.2805291527075
"PF3D7_0907300",77.2505653022203
"PF3D7_0907400",55.6194723629924
"PF3D7_0907500",38.7154699668262
"PF3D7_0907600",42.3660536276246
"PF3D7_0907700",40.4314117570012
"PF3D7_0907800",40.8938343344757
"PF3D7_0907900",48.1374655803093
"PF3D7_0908000",52.833110105076
"PF3D7_0908100",63.4742345672101
"PF3D7_0908200",53.8527695500124
"PF3D7_0908300",34.637656552046
"PF3D7_0908400",39.5463604079791
"PF3D7_0908500",39.5016769460587
"PF3D7_0908600",54.5261146663476
"PF3D7_0908700",29.8941103113086
"PF3D7_0908800",76.3735428717553
"PF3D7_0908900",70.6184870674504
"PF3D7_0909000",74.1622293876751
"PF3D7_0909100",77.1326692238767
"PF3D7_0909200",77.6840272930099
"PF3D7_0909300",48.4159748745929
"PF3D7_0909400",61.269427937381
"PF3D7_0909500",41.426644484473
"PF3D7_0909600",50.9706160461436
"PF3D7_0909700",94.8197375649249
"PF3D7_0909800",80.4764183819951
"PF3D7_0909900",120.325910181848
"PF3D7_0910000",118.460477659513
"PF3D7_0910100",36.9238052974024
"PF3D7_0910200",76.9399545214278
"PF3D7_0910300",72.0668539219565
"PF3D7_0910400",78.0012677047629
"PF3D7_0910500",48.2672505399853
"PF3D7_0910600",19.6087085627123
"PF3D7_0910700",26.3446035059369
"PF3D7_0910800",29.6717366122799
"PF3D7_0910900",26.856130385756
"PF3D7_0911000",26.0824656598207
"PF3D7_0911100",83.967760168699
"PF3D7_0911200",75.6248197560993
"PF3D7_0911300",81.3452838732211
"PF3D7_0911400",74.7590845136923
"PF3D7_0911500",48.5449218905812
"PF3D7_0911600",75.2852797596035
"PF3D7_0911700",125.985267467043
"PF3D7_0911800",95.7848979408896
"PF3D7_0911900",82.1200742606069
"PF3D7_0912000",68.1574095427024
"PF3D7_0912100",38.0139482380156
"PF3D7_0912200",47.6629340570109
"PF3D7_0912400",49.3152068847038
"PF3D7_0912500",49.7398423145063
"PF3D7_0912600",69.1823108493205
"PF3D7_0912700",69.535225954307
"PF3D7_0912800",53.6379039506055
"PF3D7_0912900",41.6012596351413
